orderid,fulfillment,shipservicelevel
404-7386718-9479548,Amazon,Expedited
404-7386718-9479548,Amazon,Expedited
404-7386718-9479548,Amazon,Expedited
404-7386718-9479548,Amazon,Expedited
404-7386718-9479548,Amazon,Expedited
404-7386718-9479548,Amazon,Expedited
404-7386718-9479548,Amazon,Expedited
404-4069541-6940347,Merchant,Standard
404-4069541-6940347,Merchant,Standard
404-4069541-6940347,Merchant,Standard
171-8682710-4631538,Amazon,Expedited
407-1964800-1205901,Merchant,Standard
404-8350077-5573121,Merchant,Standard
402-5934927-8390708,Amazon,Expedited
402-5934927-8390708,Amazon,Expedited
405-2261920-9669157,Merchant,Standard
408-6560852-1623540,Merchant,Standard
405-1988429-8615553,Merchant,Standard
402-9746354-8957138,Amazon,Expedited
402-7502663-3321144,Merchant,Standard
408-1745366-8833916,Amazon,Expedited
405-1332846-3665929,Amazon,Expedited
406-2867301-8923523,Merchant,Standard
403-7412815-0947506,Amazon,Expedited
402-7468661-8112355,Merchant,Standard
404-3978926-5253912,Merchant,Standard
408-4152239-7097154,Amazon,Expedited
402-2810789-7771521,Amazon,Expedited
405-7103241-0967559,Merchant,Standard
403-5536336-1241969,Amazon,Expedited
171-7692830-2302753,Amazon,Expedited
403-2236919-7921165,Merchant,Standard
403-2236919-7921165,Merchant,Standard
403-0021292-5224359,Amazon,Expedited
403-2483448-0575558,Merchant,Standard
406-5829756-2952362,Amazon,Expedited
171-9881304-7929955,Amazon,Expedited
405-4362927-6993104,Merchant,Standard
406-6508509-3857156,Amazon,Expedited
406-6508509-3857156,Amazon,Expedited
402-9015107-3166767,Amazon,Expedited
406-2040143-5755558,Amazon,Expedited
404-9847578-3516356,Merchant,Standard
408-5215808-0284337,Merchant,Standard
405-7348850-0532337,Merchant,Standard
171-8361810-2034722,Amazon,Expedited
171-8174210-1845958,Amazon,Standard
404-5444756-9738734,Merchant,Standard
406-3302384-2287537,Merchant,Standard
405-9630522-1169155,Amazon,Expedited
402-2638190-1725918,Amazon,Expedited
405-4594302-1006762,Merchant,Standard
406-8564215-1069962,Merchant,Standard
407-1921580-2429119,Merchant,Standard
407-1258667-4915533,Merchant,Standard
403-9596092-3787501,Merchant,Standard
406-9059226-5845943,Amazon,Expedited
402-3985513-9569952,Merchant,Standard
406-7862428-6072302,Merchant,Standard
406-7862428-6072302,Merchant,Standard
408-2395206-9606710,Amazon,Expedited
403-6630453-2532306,Merchant,Standard
403-0163678-5955563,Merchant,Standard
408-9722989-5704362,Amazon,Expedited
408-9505577-9753952,Amazon,Expedited
405-9206645-1701937,Amazon,Expedited
171-9945939-4975536,Merchant,Standard
402-6002383-8432326,Merchant,Standard
402-3253574-3245936,Amazon,Expedited
405-7429146-5389920,Merchant,Standard
402-1493858-3058717,Merchant,Standard
171-6191780-2441124,Amazon,Expedited
406-9918236-0385147,Amazon,Expedited
403-2611847-3226745,Merchant,Standard
404-6233512-8545964,Amazon,Expedited
404-0390672-4434716,Merchant,Standard
407-6902250-0024315,Merchant,Standard
407-1934495-9512335,Amazon,Expedited
407-1934495-9512335,Amazon,Expedited
406-6719863-5017102,Merchant,Standard
171-4741572-2834757,Merchant,Standard
407-7126298-5683549,Amazon,Expedited
407-7613038-2565945,Amazon,Expedited
405-3159293-7011531,Merchant,Standard
403-5400708-7343546,Merchant,Standard
407-2080504-8125146,Merchant,Standard
402-6244451-7423507,Amazon,Expedited
171-1463122-2822732,Merchant,Standard
406-7143612-7632366,Amazon,Expedited
407-3837361-2380356,Merchant,Standard
408-9396696-2883529,Merchant,Standard
408-3038186-3771563,Amazon,Expedited
408-6836627-3324317,Amazon,Standard
405-6580021-1336336,Merchant,Standard
407-6329132-8546724,Merchant,Standard
171-3252129-5686769,Amazon,Expedited
403-1935444-4523543,Amazon,Expedited
408-5153277-7535505,Merchant,Standard
408-1841367-8094753,Amazon,Expedited
407-6553159-8269968,Amazon,Expedited
406-0125374-8863509,Merchant,Standard
404-4173030-7362704,Amazon,Expedited
406-3200058-6112357,Amazon,Expedited
403-9199014-8850755,Amazon,Expedited
408-2492148-6365951,Amazon,Expedited
408-2492148-6365951,Amazon,Expedited
171-5363724-8595548,Amazon,Expedited
405-5067274-6215528,Merchant,Standard
408-3563314-7147506,Amazon,Expedited
405-7722504-8267502,Amazon,Expedited
406-4781734-9969902,Merchant,Standard
402-4216679-8410715,Merchant,Standard
406-4717900-3937107,Amazon,Expedited
403-8747477-4045138,Amazon,Expedited
407-2711435-1038700,Merchant,Standard
404-7467019-7889168,Merchant,Standard
402-7621889-9083550,Amazon,Expedited
402-1448768-7390757,Amazon,Expedited
406-1720695-3160344,Amazon,Expedited
407-7277587-4993149,Amazon,Expedited
408-1590570-6285134,Merchant,Standard
402-4096384-8386744,Amazon,Expedited
402-8329515-9699545,Merchant,Standard
407-1186822-7366747,Merchant,Standard
404-6827810-9677964,Amazon,Expedited
403-4769124-0027506,Amazon,Expedited
406-1053486-2422741,Amazon,Expedited
406-1053486-2422741,Amazon,Expedited
407-5720910-4004321,Amazon,Expedited
408-7824755-0328369,Merchant,Standard
171-8138253-4060329,Merchant,Standard
406-3284280-4962709,Amazon,Expedited
405-7621576-9237907,Merchant,Standard
408-6777093-2825108,Merchant,Standard
403-0879173-8566705,Merchant,Standard
405-0101385-3137953,Amazon,Expedited
403-3306872-4608369,Merchant,Standard
403-4818789-8699529,Merchant,Standard
408-2801212-2071526,Merchant,Standard
171-1329115-8901127,Merchant,Standard
404-0323317-1595542,Amazon,Expedited
171-6502160-0706734,Merchant,Standard
408-6567639-5133116,Amazon,Expedited
407-8916496-8572364,Amazon,Expedited
404-4053731-0148324,Amazon,Expedited
404-7652396-4819546,Merchant,Standard
408-8093666-2245966,Merchant,Standard
404-5254064-4732310,Amazon,Expedited
402-3684368-4749142,Amazon,Expedited
406-8862902-7465900,Merchant,Standard
402-6035861-6647528,Merchant,Standard
405-4432150-3058746,Amazon,Expedited
408-0905747-4765912,Merchant,Standard
406-3829860-6886755,Amazon,Expedited
406-3829860-6886755,Amazon,Expedited
408-4821462-6146713,Amazon,Expedited
403-7528022-3959500,Amazon,Expedited
403-2026585-6322740,Amazon,Expedited
403-0677212-7076304,Amazon,Expedited
406-5076259-9532331,Merchant,Standard
406-5076259-9532331,Merchant,Standard
171-3278050-1997128,Merchant,Standard
171-7183489-4570757,Merchant,Standard
403-7919404-8709921,Merchant,Standard
171-5948994-7832333,Amazon,Expedited
402-3452672-6325958,Merchant,Standard
403-3841556-9771556,Amazon,Expedited
403-8857577-2836363,Merchant,Standard
408-9757627-7233920,Merchant,Standard
406-4734155-5736312,Merchant,Standard
407-8289505-0288360,Amazon,Expedited
408-5321252-2745128,Merchant,Standard
404-6348225-0099538,Merchant,Standard
404-6348225-0099538,Merchant,Standard
404-4925457-9947535,Merchant,Standard
402-9154602-8935558,Merchant,Standard
403-6013269-2131521,Amazon,Expedited
403-1027324-5113133,Amazon,Expedited
404-7191685-3580303,Merchant,Standard
405-0572641-4661906,Amazon,Expedited
406-3482814-2261922,Amazon,Expedited
406-7523773-2046715,Amazon,Expedited
407-8714730-3705953,Amazon,Expedited
406-4559503-6289167,Merchant,Standard
408-6336363-9547512,Merchant,Standard
405-1573807-9432352,Merchant,Standard
404-4839939-0293940,Merchant,Standard
405-7586279-7719530,Amazon,Expedited
408-3909878-3215528,Merchant,Standard
403-5380275-3864337,Amazon,Expedited
406-5169685-7521908,Merchant,Standard
404-6406474-6296352,Amazon,Expedited
407-4882160-1147539,Amazon,Expedited
402-4434680-6794745,Amazon,Expedited
408-8998688-3138748,Amazon,Expedited
402-2760149-1511512,Merchant,Standard
408-9734431-6130750,Amazon,Expedited
171-4826523-3268342,Amazon,Expedited
406-7911829-7189122,Amazon,Expedited
408-4538075-9248344,Merchant,Standard
408-4131018-2956324,Merchant,Standard
406-3835821-6225158,Merchant,Standard
406-0519727-5606710,Amazon,Expedited
406-6112587-4556349,Amazon,Expedited
405-8780937-7273920,Amazon,Expedited
408-1362101-8353138,Amazon,Expedited
407-5336867-4183534,Amazon,Expedited
403-1043882-1951564,Merchant,Standard
402-2789607-2289123,Merchant,Standard
403-0055252-8946762,Amazon,Expedited
405-8453668-2976300,Amazon,Expedited
407-5071244-3510724,Amazon,Expedited
407-7887032-4732351,Amazon,Expedited
404-8106737-2816355,Amazon,Expedited
403-8686616-7756307,Amazon,Expedited
406-8797093-2657165,Amazon,Expedited
406-3134410-7182756,Merchant,Standard
404-1380661-5925957,Merchant,Standard
402-9442227-3385137,Amazon,Expedited
408-9019859-5106711,Amazon,Expedited
408-6805456-9764306,Amazon,Expedited
408-3521614-0413107,Amazon,Standard
408-3165963-6477154,Amazon,Expedited
407-9050249-4037951,Merchant,Standard
408-9448786-6697125,Merchant,Standard
405-6945481-1672301,Merchant,Standard
407-3315777-9588326,Merchant,Standard
171-9872460-1279528,Merchant,Standard
407-7472271-1271530,Merchant,Standard
407-9670919-0202713,Merchant,Standard
407-9670919-0202713,Merchant,Standard
407-9670919-0202713,Merchant,Standard
407-9670919-0202713,Merchant,Standard
171-5572855-0065916,Amazon,Expedited
405-0239545-0239535,Merchant,Standard
408-5361576-4423505,Merchant,Standard
402-0578561-6679534,Amazon,Expedited
403-0808975-6486756,Amazon,Expedited
408-5092028-8718752,Amazon,Standard
403-2389789-5750717,Amazon,Expedited
402-0644838-8004310,Amazon,Expedited
402-8705683-9972332,Amazon,Expedited
407-2372988-2920366,Amazon,Expedited
407-2592903-2137164,Merchant,Standard
171-7868323-6609911,Merchant,Standard
171-7868323-6609911,Merchant,Standard
171-3479162-8701949,Amazon,Expedited
408-2965726-9652309,Merchant,Standard
402-2978529-3295537,Amazon,Expedited
403-7675083-8489924,Merchant,Standard
404-3068174-4109919,Merchant,Standard
402-3622490-4569901,Amazon,Expedited
408-2737126-0817167,Amazon,Standard
403-1477708-7915513,Merchant,Standard
403-8536508-1329149,Merchant,Standard
402-0039056-1261954,Amazon,Expedited
171-4244634-4303537,Amazon,Expedited
406-2084284-7123558,Merchant,Standard
171-7798394-3929956,Merchant,Standard
403-6112202-6543509,Amazon,Expedited
407-3596269-9449965,Merchant,Standard
406-6702092-9771543,Amazon,Expedited
404-7117999-6854753,Amazon,Expedited
403-4747511-9038752,Merchant,Standard
405-7327618-0021135,Amazon,Expedited
405-5802588-9427504,Amazon,Expedited
406-3340684-0700300,Amazon,Expedited
404-4093702-4987553,Amazon,Expedited
406-1753611-8354710,Amazon,Expedited
408-8093502-5010728,Amazon,Expedited
408-1453329-5680354,Merchant,Standard
407-6326978-3124366,Merchant,Standard
407-6326978-3124366,Merchant,Standard
402-1477842-5649901,Amazon,Expedited
403-3953769-2868345,Amazon,Expedited
407-6816354-1727540,Merchant,Standard
171-5976824-0743515,Merchant,Standard
171-4522723-2009914,Amazon,Expedited
404-1974243-3546733,Merchant,Standard
408-1590313-4403501,Amazon,Expedited
404-1923322-4999521,Amazon,Expedited
407-4870685-9377108,Amazon,Expedited
403-4367310-5116329,Merchant,Standard
402-6394313-5855522,Merchant,Standard
402-2502109-8716369,Merchant,Standard
405-4413373-6688367,Amazon,Expedited
405-3928467-6491502,Amazon,Expedited
171-8207146-5751547,Merchant,Standard
406-1616829-4630720,Amazon,Expedited
407-2902939-0873962,Merchant,Standard
403-6612889-7465918,Amazon,Expedited
406-7050694-2861150,Merchant,Standard
171-6092535-9896337,Amazon,Expedited
408-9085547-5317159,Amazon,Standard
403-0287200-8489137,Merchant,Standard
403-2721743-0989164,Amazon,Expedited
403-5599371-7013114,Amazon,Expedited
404-2615449-8470715,Amazon,Expedited
404-9631623-4645111,Amazon,Expedited
405-6958344-0449166,Amazon,Expedited
402-0182672-6624314,Amazon,Expedited
407-4073652-2383567,Amazon,Expedited
406-7321796-3817901,Amazon,Expedited
408-4860873-9582754,Amazon,Expedited
171-6344063-5639518,Merchant,Standard
406-3568103-0302767,Merchant,Standard
406-1426335-5838760,Amazon,Expedited
406-8780265-8308369,Merchant,Standard
405-2643932-9980356,Merchant,Standard
404-3399769-2930732,Merchant,Standard
407-9068577-8025957,Merchant,Standard
402-1142666-1933165,Amazon,Expedited
408-7312319-2664339,Amazon,Standard
171-4686484-3631564,Merchant,Standard
405-2318013-1393113,Amazon,Expedited
408-6758948-5180338,Amazon,Expedited
403-2619950-4819541,Amazon,Expedited
405-5531165-8470751,Merchant,Standard
405-1239665-3093917,Merchant,Standard
403-5500574-6779500,Merchant,Standard
404-0145904-8103558,Merchant,Standard
402-7276249-8709917,Merchant,Standard
404-3354138-9458763,Amazon,Expedited
406-5434558-7492369,Merchant,Standard
403-4383823-0720310,Amazon,Expedited
403-7913910-1289157,Merchant,Standard
403-5237648-7265959,Merchant,Standard
402-7343194-1365965,Merchant,Standard
406-4063078-5784350,Amazon,Expedited
405-7460847-2251504,Merchant,Standard
404-8056567-5632346,Amazon,Expedited
408-9553867-3715507,Merchant,Standard
403-9048626-5825115,Amazon,Expedited
403-8757184-2265963,Merchant,Standard
404-1093757-8669964,Amazon,Expedited
405-2620994-8720350,Amazon,Expedited
406-0875600-6752335,Amazon,Expedited
403-7347286-5789967,Merchant,Standard
406-7440304-1743531,Merchant,Standard
406-1328313-9239546,Merchant,Standard
171-8951279-3719543,Amazon,Expedited
171-4217988-7668359,Amazon,Expedited
406-4381262-9005953,Amazon,Expedited
406-6801952-9116357,Merchant,Standard
403-6202295-5592322,Amazon,Expedited
403-6202295-5592322,Amazon,Expedited
405-0823572-6554727,Merchant,Standard
407-9739432-1926731,Merchant,Standard
404-7877186-9349941,Merchant,Standard
404-4934985-7068362,Amazon,Expedited
407-0392043-4475511,Amazon,Expedited
408-1567127-7945958,Amazon,Expedited
407-5198453-2861161,Amazon,Expedited
407-2307742-1874747,Merchant,Standard
407-3805030-5034741,Amazon,Expedited
408-6986655-9952358,Amazon,Expedited
408-7365583-0931560,Amazon,Expedited
408-3215121-8732321,Merchant,Standard
402-9701463-6985912,Amazon,Expedited
402-4562771-4939548,Merchant,Standard
405-8468998-3956340,Merchant,Standard
406-0202729-8793904,Merchant,Standard
408-4153252-6276348,Amazon,Expedited
407-2823440-4313954,Amazon,Expedited
406-5148133-6952322,Merchant,Standard
403-1053329-5098724,Amazon,Expedited
402-8248928-3012364,Amazon,Expedited
171-0007212-7125106,Merchant,Standard
402-4766951-9581952,Amazon,Expedited
171-8443167-1443513,Amazon,Expedited
405-0836862-4041149,Amazon,Expedited
404-0084950-3657141,Merchant,Standard
171-3074826-5225968,Merchant,Standard
171-4112912-9323504,Amazon,Expedited
405-7076608-2818704,Merchant,Standard
403-0573290-1986726,Merchant,Standard
405-4245425-2397142,Amazon,Expedited
402-4055047-1889167,Amazon,Expedited
406-8755955-7160337,Amazon,Expedited
406-8430346-4413131,Merchant,Standard
404-0377068-0757150,Amazon,Expedited
404-9435991-8621138,Merchant,Standard
402-9136306-6832348,Merchant,Standard
403-6380550-3471515,Amazon,Expedited
403-7013032-6495537,Amazon,Expedited
404-8684678-1216326,Merchant,Standard
404-3557383-2903515,Merchant,Standard
171-6030656-3398736,Amazon,Expedited
171-6030656-3398736,Amazon,Expedited
406-8479672-3985937,Amazon,Expedited
404-6447424-3123535,Amazon,Expedited
171-1516083-9969930,Amazon,Expedited
402-6985311-7317965,Merchant,Standard
404-1622467-5465927,Merchant,Standard
402-0857305-4994733,Merchant,Standard
408-7045975-9437140,Merchant,Standard
406-2078488-0086763,Merchant,Standard
405-5701128-9935523,Merchant,Standard
406-2934861-8999540,Amazon,Expedited
404-0532692-8830738,Merchant,Standard
407-7894559-2897165,Amazon,Expedited
406-0871781-0973154,Merchant,Standard
403-9312637-5385963,Merchant,Standard
403-9312637-5385963,Merchant,Standard
403-9312637-5385963,Merchant,Standard
403-9312637-5385963,Merchant,Standard
403-7465529-2605940,Amazon,Expedited
403-0476322-1085952,Amazon,Expedited
404-5150224-2620341,Merchant,Standard
407-0017393-6238727,Amazon,Expedited
171-2853142-5131512,Amazon,Expedited
402-7948211-6505119,Amazon,Expedited
402-7948211-6505119,Amazon,Expedited
402-4066055-9142713,Merchant,Standard
408-3892041-5597153,Amazon,Expedited
405-2658277-9620324,Merchant,Standard
402-8176492-7009948,Merchant,Standard
404-6556218-5969139,Merchant,Standard
404-2960850-9878744,Amazon,Expedited
404-8520453-9240363,Amazon,Expedited
171-9988785-0180310,Merchant,Standard
408-9032299-3493967,Amazon,Expedited
407-6828551-2274745,Merchant,Standard
407-5737717-8645150,Amazon,Expedited
407-0318180-4348320,Amazon,Expedited
406-8276866-3924368,Amazon,Expedited
405-7558376-8205130,Amazon,Expedited
408-3540571-0204338,Amazon,Standard
171-9491876-8445968,Amazon,Expedited
403-6621088-7907516,Merchant,Standard
404-2437104-7910767,Merchant,Standard
407-8879857-0866763,Amazon,Expedited
403-3724278-6112335,Amazon,Expedited
408-7224417-0529128,Amazon,Expedited
407-5654025-7618768,Amazon,Expedited
402-0616465-6392351,Amazon,Expedited
406-8327341-3077123,Amazon,Expedited
405-6768981-8623527,Amazon,Expedited
407-9884719-9643503,Merchant,Standard
408-9903303-9541929,Amazon,Expedited
403-2183983-0597102,Merchant,Standard
407-3940696-8320367,Merchant,Standard
403-2654872-6845911,Amazon,Expedited
408-2699855-8685164,Merchant,Standard
406-6145327-3407520,Amazon,Expedited
406-6145327-3407520,Amazon,Expedited
407-1238364-3413103,Amazon,Expedited
408-1147752-4808344,Amazon,Expedited
408-6391815-4125958,Amazon,Expedited
408-3251205-7585936,Merchant,Standard
408-3251205-7585936,Merchant,Standard
408-1082911-6972320,Amazon,Expedited
171-9816474-1585942,Merchant,Standard
171-8833128-0245917,Merchant,Standard
405-4074245-8905167,Amazon,Expedited
402-7496322-0413920,Merchant,Standard
403-1112469-2562766,Merchant,Standard
403-8212220-9702709,Merchant,Standard
404-8216990-4135544,Amazon,Expedited
403-3407654-1970762,Merchant,Standard
171-4589374-5638767,Merchant,Standard
406-5657839-3158768,Merchant,Standard
402-7758803-5373911,Amazon,Expedited
405-2456861-8630762,Merchant,Standard
171-0711052-8197911,Merchant,Standard
406-4255033-3126745,Merchant,Standard
406-4255033-3126745,Merchant,Standard
404-1645489-7212357,Amazon,Expedited
405-0211370-7412353,Amazon,Expedited
405-3250963-6891545,Merchant,Standard
171-1591402-5519549,Merchant,Standard
405-8721110-3049948,Amazon,Expedited
405-4895998-4089962,Amazon,Expedited
405-4895998-4089962,Amazon,Expedited
405-4895998-4089962,Amazon,Expedited
405-2773413-1611559,Merchant,Standard
402-7985360-0978714,Amazon,Expedited
407-6658150-5729106,Amazon,Expedited
408-2178720-6218731,Merchant,Standard
407-3541495-0125136,Amazon,Expedited
407-0272216-4448331,Merchant,Standard
171-3642547-9981136,Amazon,Expedited
404-6397699-0122739,Amazon,Expedited
402-9408498-4736314,Amazon,Expedited
402-9408498-4736314,Amazon,Expedited
402-9408498-4736314,Amazon,Expedited
402-6489753-5537121,Amazon,Expedited
